age,nbHomme,nbFemme,tot,proba
0,16011,15128,31139,0.00938231416154249
1,17381,16493,33874,0.0102063813837339
2,17787,17391,35178,0.010599282172669
3,18760,17664,36424,0.0109747073130166
4,19560,18613,38173,0.0115016885092187
5,19915,19164,39079,0.0117746701923286
6,20667,19409,40076,0.0120750705654638
7,20509,19718,40227,0.0121205675126488
8,21051,20361,41412,0.0124776130915507
9,20613,19808,40421,0.0121790205441314
10,21855,20545,42400,0.012775301726112
11,20875,20060,40935,0.0123338909471319
12,21371,20290,41661,0.012552637858763
13,21322,20348,41670,0.012555349597337
14,21502,20466,41968,0.0126451382745629
15,21900,20819,42719,0.0128714177933438
16,22697,20770,43467,0.0130967933992667
17,21097,20096,41193,0.0124116274529182
18,20543,19182,39725,0.0119693127610802
19,19771,18192,37963,0.0114384146091601
20,19654,17860,37514,0.0113031289847492
21,18719,16936,35655,0.0107430043170878
22,17283,16166,33449,0.0100783270621868
23,16493,15748,32241,0.009714351484707
24,17181,15865,33046,0.00995690143493153
25,16998,15870,32868,0.00990326927202474
26,16969,16305,33274,0.010025598812138
27,16949,16557,33506,0.0100955014064884
28,17248,16942,34190,0.0103015935381078
29,17686,17302,34988,0.0105420343583303
30,17995,17952,35947,0.0108309851685978
31,17942,18406,36348,0.0109518081872811
32,17786,18238,36024,0.0108541855986193
33,18003,17904,35907,0.0108189329971581
34,19708,19586,39294,0.0118394506138171
35,20218,20357,40575,0.0122254214041744
36,20388,20700,41088,0.0123799905028889
37,19617,19389,39006,0.011752674979451
38,19022,18987,38009,0.0114522746063158
39,19438,19463,38901,0.0117210380294218
40,19016,19000,38016,0.0114543837363178
41,19825,19810,39635,0.0119421953753408
42,21515,21178,42693,0.012863583881908
43,23250,22792,46042,0.0138726519356993
44,23258,22916,46174,0.0139124241014504
45,23388,23033,46421,0.0139868462600907
46,22778,22457,45235,0.0136294993769027
47,22344,22356,44700,0.0134683015838964
48,21791,21913,43704,0.0131682025150471
49,21770,21807,43577,0.013129936870726
50,21917,22170,44087,0.0132836020565825
51,22015,22286,44301,0.0133480811737851
52,22714,22452,45166,0.0136087093811692
53,22067,22426,44493,0.0134059315966958
54,21787,22175,43962,0.0132459390208334
55,21933,22038,43971,0.0132486507594073
56,21545,22298,43843,0.0132100838108002
57,21686,22695,44381,0.0133721855166645
58,21418,22532,43950,0.0132423233694015
59,21306,21711,43017,0.0129612064705698
60,21311,22350,43661,0.0131552464307494
61,20760,22242,43002,0.0129566869062799
62,20888,22216,43104,0.0129874199434512
63,20625,22412,43037,0.0129672325562897
64,20634,22672,43306,0.0130482834092218
65,20524,22538,43062,0.0129747651634395
66,21143,23245,44388,0.0133742946466665
67,21207,23502,44709,0.0134710133224703
68,21242,23574,44816,0.0135032528810716
69,20633,23192,43825,0.0132046603336523
70,18682,21270,39952,0.0120377088340006
71,12947,15538,28485,0.00858265258651651
72,12693,15105,27798,0.00837565654203918
73,12193,14713,26906,0.00810689311893324
74,10849,13293,24142,0.00727408807244801
75,9186,11236,20422,0.00615323612855328
76,10391,13311,23702,0.007141514186611
77,11069,14656,25725,0.00775105275717526
78,10471,14244,24715,0.00744673542832212
79,10305,14395,24700,0.00744221586403222
80,9552,14060,23612,0.00711439680087161
81,8625,13627,22252,0.00670462297192085
82,8639,13536,22175,0.00668142254189937
83,7686,12540,20226,0.00609418048849861
84,7339,12793,20132,0.00606585788561525
85,6384,11903,18287,0.00550995147795778
86,5634,11369,17003,0.00512307677474251
87,4633,9775,14408,0.00434119215259013
88,4220,9040,13260,0.00399529483226993
89,3423,8085,11508,0.00346740972320983
90,2786,6926,9712,0.00292626722556603
91,2303,6030,8333,0.0025107686151814
92,1628,5090,6718,0.00202416219330237
93,1345,4225,5570,0.00167826487298217
94,983,3314,4297,0.00129470451691281
95,738,2580,3318,0.000999727620925462
96,488,2135,2623,0.000790321142160183
97,177,940,1117,0.000336556887454413
98,116,608,724,0.000218144303059082
99,167,1103,1270,0.000382656443211373
