age,nbHomme,nbFemme,tot,proba
0,17335,16663,33998,0.0102081442964043
1,18142,17712,35854,0.0107654216601941
2,18403,17902,36305,0.0109008376575374
3,19335,18389,37724,0.0113269026247884
4,20230,19824,40054,0.0120265019015289
5,20623,19852,40475,0.0121529101828626
6,21194,20501,41695,0.0125192239672503
7,21404,20057,41461,0.012448963782376
8,21439,20135,41574,0.0124828928460119
9,21635,20229,41864,0.0125699674341041
10,21865,20704,42569,0.0127816487603281
11,20879,20326,41205,0.0123720979390946
12,21482,20126,41608,0.0124931015908227
13,21782,20264,42046,0.0126246142445619
14,21719,20534,42253,0.0126867674850277
15,22501,21381,43882,0.0131758864643454
16,22483,21115,43598,0.0130906134194551
17,21265,19841,41106,0.0123423724762632
18,20381,19518,39899,0.0119799620354796
19,19756,18641,38397,0.0115289757206023
20,19639,18696,38335,0.0115103597741826
21,18498,17977,36475,0.0109518813815915
22,18249,16926,35175,0.0105615470211783
23,17128,16402,33530,0.0100676239266556
24,17372,17117,34489,0.0103555705817603
25,17678,17612,35290,0.0105960765992149
26,17810,17521,35331,0.0106083871444279
27,17837,18578,36415,0.0109338659495724
28,18019,18204,36223,0.0108762165671114
29,18265,19002,37267,0.0111896850842432
30,18705,19294,37999,0.0114094733548758
31,18968,19295,38263,0.0114887412557597
32,18465,19314,37779,0.0113434167708059
33,18295,19191,37486,0.0112554414111128
34,19518,20584,40102,0.0120409142471441
35,20232,20596,40828,0.0122589009745748
36,20164,20939,41103,0.0123414717046622
37,19370,19481,38851,0.0116652924895465
38,18444,19158,37602,0.0112902712463496
39,18715,18817,37532,0.0112692532423274
40,18592,18799,37391,0.0112269169770826
41,19199,19515,38714,0.011624157253103
42,20549,20855,41404,0.0124318491219579
43,21669,22255,43924,0.0131884972667587
44,22477,22933,45410,0.0136346794664309
45,22510,22657,45167,0.0135617169667537
46,22043,21958,44001,0.0132116170711832
47,21655,22436,44091,0.0132386402192118
48,21326,21721,43047,0.01292517170208
49,21460,22057,43517,0.0130662925862294
50,21865,22286,44151,0.0132566556512308
51,22241,22429,44670,0.0134124891381958
52,22106,22940,45046,0.0135253858455153
53,22354,22818,45172,0.0135632182527553
54,21442,22657,44099,0.0132410422768143
55,21863,22918,44781,0.0134458176874311
56,21707,22466,44173,0.0132632613096378
57,21677,22995,44672,0.0134130896525964
58,21133,22669,43802,0.0131518658883199
59,21477,22560,44037,0.0132224263303946
60,21347,22860,44207,0.0132734700544486
61,21026,23049,44075,0.0132338361040067
62,21321,23090,44411,0.0133347225233135
63,20620,22296,42916,0.0128858380088384
64,21159,22971,44130,0.0132503502500242
65,20194,22399,42593,0.0127888549331357
66,21036,22743,43779,0.0131449599727126
67,20413,22826,43239,0.012982821084541
68,20262,22590,42852,0.012866621548018
69,19584,21722,41306,0.0124024239163267
70,18262,20670,38932,0.0116896133227723
71,13342,15027,28369,0.00851799651581545
72,12538,14769,27307,0.00819912336907795
73,11673,14242,25915,0.00778116534623559
74,10575,12659,23234,0.00697617579218358
75,9156,11438,20594,0.00618349678334461
76,9641,12459,22100,0.00663568412702321
77,10065,13733,23798,0.00714552085316282
78,9688,13443,23131,0.00694524930055085
79,9584,13190,22774,0.0068380574800374
80,9127,13202,22329,0.00670444302589598
81,8086,12854,20940,0.00628738577465457
82,8161,12930,21091,0.00633272461190256
83,7103,11579,18682,0.00560940501633699
84,6875,11990,18865,0.00566435208399515
85,6223,11417,17640,0.00529653701360586
86,5562,10561,16123,0.00484104684072376
87,4621,9230,13851,0.00415886248160174
88,3886,8462,12348,0.0037075759095241
89,3383,7442,10825,0.0032502841934401
90,2772,6718,9490,0.00284944083101585
91,2243,5832,8075,0.00242457689256617
92,1807,4963,6770,0.00203274124615145
93,1356,4047,5403,0.00162228965331703
94,900,3181,4081,0.00122534963449691
95,756,2566,3322,0.000997454419455706
96,530,2070,2600,0.00078066872082626
97,229,1001,1230,0.000369316356390884
98,139,618,757,0.000227294700640569
99,227,1256,1483,0.000445281428071286
